 GET / 304 34.122 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Tue, 08 Oct 2024 22:31:00 GMT
 GET /css/styles.css 304 0.725 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /css/main.css 304 0.703 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /vendors/js/ch5m3d.js 304 0.977 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /img/description.png 304 6.855 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /img/image.png 304 3.657 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /vendors/css/ch5m3d.css 304 0.898 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /vendors/animate/animate.css 304 1.025 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /js/scripts.js 304 3.122 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /js/main.js 304 2.913 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /vendors/js/bootstrap.bundle.js 304 2.656 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET /vendors/wow/wow.js 304 2.916 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:05 GMT
 GET / 304 12.908 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /css/styles.css 304 0.705 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /css/main.css 304 0.800 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /vendors/css/ch5m3d.css 304 0.885 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /img/description.png 304 1.816 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /img/image.png 304 1.954 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /vendors/animate/animate.css 304 0.631 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /js/scripts.js 304 2.758 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /js/main.js 304 3.405 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /vendors/js/ch5m3d.js 304 0.763 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /vendors/js/bootstrap.bundle.js 304 2.246 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /vendors/wow/wow.js 304 2.305 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:44 GMT
 GET /about 304 10.699 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /css/styles.css 304 1.875 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /css/main.css 304 2.084 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /vendors/animate/animate.css 304 0.934 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /vendors/css/ch5m3d.css 304 0.683 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /vendors/js/ch5m3d.js 304 0.771 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /img/image.png 304 1.216 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /img/description.png 304 1.030 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /js/scripts.js 304 0.621 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /js/main.js 304 2.846 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /vendors/js/bootstrap.bundle.js 304 3.014 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /vendors/wow/wow.js 304 3.197 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:46 GMT
 GET /mission 304 5.443 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /css/styles.css 304 0.740 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /css/main.css 304 0.639 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /vendors/animate/animate.css 304 1.244 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /vendors/css/ch5m3d.css 304 0.651 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /vendors/js/ch5m3d.js 304 0.854 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /img/image.png 304 1.619 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /img/description.png 304 1.862 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /img/aennews.jpg 304 1.688 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /js/scripts.js 304 1.960 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /js/main.js 304 12.321 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /vendors/js/bootstrap.bundle.js 304 3.153 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /vendors/wow/wow.js 304 3.309 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:47 GMT
 GET /contact 304 6.362 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /css/styles.css 304 0.927 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /css/main.css 304 0.589 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /vendors/animate/animate.css 304 0.954 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /vendors/css/ch5m3d.css 304 1.704 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /vendors/js/ch5m3d.js 304 1.893 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /img/image.png 304 2.150 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /img/description.png 304 2.204 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /img/aennews.jpg 304 0.616 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /js/scripts.js 304 1.978 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /js/main.js 304 1.784 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /vendors/js/bootstrap.bundle.js 304 1.565 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /vendors/wow/wow.js 304 1.955 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:48 GMT
 GET /material/ensino 304 340.960 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /css/styles.css 304 0.825 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /css/main.css 304 1.033 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /vendors/animate/animate.css 304 1.557 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /vendors/css/ch5m3d.css 304 10.978 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /vendors/js/ch5m3d.js 304 0.850 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /img/description.png 304 1.866 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /img/image.png 304 11.438 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /js/scripts.js 304 0.663 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /js/main.js 304 0.836 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /vendors/js/bootstrap.bundle.js 304 0.616 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /vendors/wow/wow.js 304 1.001 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:51 GMT
 GET /material 304 1362.349 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /css/styles.css 304 0.571 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /css/main.css 304 0.610 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /vendors/animate/animate.css 304 1.328 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /vendors/css/ch5m3d.css 304 1.773 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /vendors/js/ch5m3d.js 304 0.732 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /img/image.png 304 1.577 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /img/description.png 304 1.755 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /js/scripts.js 304 0.731 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /js/main.js 304 0.677 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /vendors/js/bootstrap.bundle.js 304 0.629 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /vendors/wow/wow.js 304 0.557 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:55 GMT
 GET /material/pesquisa 304 494.510 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /css/styles.css 304 1.380 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /css/main.css 304 1.793 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /vendors/animate/animate.css 304 0.664 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /vendors/css/ch5m3d.css 304 0.644 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /vendors/js/ch5m3d.js 304 0.810 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /img/image.png 304 1.534 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /img/description.png 304 1.854 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /js/scripts.js 304 0.631 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /js/main.js 304 4.354 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /vendors/js/bootstrap.bundle.js 304 4.748 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /vendors/wow/wow.js 304 8.660 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /img/particles.png 304 9.539 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:41:59 GMT
 GET /faq 304 7.764 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /css/styles.css 304 1.559 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /css/main.css 304 1.721 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /vendors/animate/animate.css 304 0.611 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /vendors/css/ch5m3d.css 304 1.605 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /vendors/js/ch5m3d.js 304 11.058 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /img/description.png 304 0.921 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
 GET /img/image.png 304 8.783 ms Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0 Wed, 09 Oct 2024 23:42:01 GMT
